,year,race,age,gender,city,state,outcome,age_range
25699,2007,U,33,unknown,Kansas City,MO,Closed by arrest,26-34
25700,2007,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
25701,2007,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25702,2007,U,32,unknown,Kansas City,MO,Closed by arrest,26-34
25703,2007,U,21,unknown,Kansas City,MO,Closed by arrest,19-25
25704,2007,U,21,unknown,Kansas City,MO,Closed by arrest,19-25
25705,2007,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25706,2007,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
25707,2007,U,30,unknown,Kansas City,MO,Open/No arrest,26-34
25708,2007,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
25709,2007,U,35,unknown,Kansas City,MO,Open/No arrest,35-54
25710,2007,U,50,unknown,Kansas City,MO,Closed by arrest,35-54
25711,2007,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25712,2007,U,63,unknown,Kansas City,MO,Closed by arrest,55-64
25713,2007,U,26,unknown,Kansas City,MO,Open/No arrest,26-34
25714,2007,U,42,unknown,Kansas City,MO,Open/No arrest,35-54
25715,2007,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25716,2007,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25717,2007,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25718,2007,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25719,2007,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25720,2007,U,32,unknown,Kansas City,MO,Closed by arrest,26-34
25721,2007,U,67,unknown,Kansas City,MO,Closed by arrest,65+
25722,2007,U,33,unknown,Kansas City,MO,Closed by arrest,26-34
25723,2007,U,30,unknown,Kansas City,MO,Closed by arrest,26-34
25724,2007,U,18,unknown,Kansas City,MO,Open/No arrest,0-18
25725,2007,U,54,unknown,Kansas City,MO,Open/No arrest,35-54
25726,2007,U,37,unknown,Kansas City,MO,Closed by arrest,35-54
25727,2007,U,51,unknown,Kansas City,MO,Closed by arrest,35-54
25728,2007,U,25,unknown,Kansas City,MO,Open/No arrest,19-25
25729,2007,U,3,unknown,Kansas City,MO,Closed by arrest,0-18
25730,2007,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25731,2007,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25732,2007,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25733,2007,U,35,unknown,Kansas City,MO,Open/No arrest,35-54
25734,2007,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
25735,2007,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
25736,2007,U,34,unknown,Kansas City,MO,Open/No arrest,26-34
25737,2007,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
25738,2007,U,30,unknown,Kansas City,MO,Closed by arrest,26-34
25739,2007,U,42,unknown,Kansas City,MO,Closed by arrest,35-54
25740,2007,U,36,unknown,Kansas City,MO,Closed by arrest,35-54
25741,2007,U,44,unknown,Kansas City,MO,Open/No arrest,35-54
25742,2007,U,48,unknown,Kansas City,MO,Closed by arrest,35-54
25743,2007,U,39,unknown,Kansas City,MO,Open/No arrest,35-54
25744,2007,U,49,unknown,Kansas City,MO,Closed by arrest,35-54
25745,2007,U,40,unknown,Kansas City,MO,Closed by arrest,35-54
25746,2007,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25747,2007,U,44,unknown,Kansas City,MO,Closed by arrest,35-54
25748,2007,U,26,unknown,Kansas City,MO,Open/No arrest,26-34
25749,2007,U,47,unknown,Kansas City,MO,Closed by arrest,35-54
25750,2007,U,34,unknown,Kansas City,MO,Open/No arrest,26-34
25751,2007,U,46,unknown,Kansas City,MO,Open/No arrest,35-54
25752,2007,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
25753,2007,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25754,2007,U,60,unknown,Kansas City,MO,Open/No arrest,55-64
25755,2007,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
25756,2007,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
25757,2007,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
25758,2007,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25759,2007,U,77,unknown,Kansas City,MO,Closed by arrest,65+
25760,2007,U,32,unknown,Kansas City,MO,Closed without arrest,26-34
25761,2007,U,33,unknown,Kansas City,MO,Open/No arrest,26-34
25762,2007,U,48,unknown,Kansas City,MO,Open/No arrest,35-54
25763,2007,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25764,2007,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
25765,2007,U,41,unknown,Kansas City,MO,Open/No arrest,35-54
25766,2007,U,51,unknown,Kansas City,MO,Closed by arrest,35-54
25767,2009,U,35,unknown,Kansas City,MO,Open/No arrest,35-54
25768,2008,U,44,unknown,Kansas City,MO,Open/No arrest,35-54
25769,2008,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
25770,2008,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
25771,2008,U,78,unknown,Kansas City,MO,Closed by arrest,65+
25772,2008,U,32,unknown,Kansas City,MO,Open/No arrest,26-34
25773,2008,U,37,unknown,Kansas City,MO,Closed by arrest,35-54
25774,2008,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
25775,2008,U,51,unknown,Kansas City,MO,Closed by arrest,35-54
25776,2008,U,56,unknown,Kansas City,MO,Closed by arrest,55-64
25777,2008,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25778,2008,U,57,unknown,Kansas City,MO,Closed by arrest,55-64
25779,2008,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
25780,2008,U,56,unknown,Kansas City,MO,Closed by arrest,55-64
25781,2008,U,42,unknown,Kansas City,MO,Closed by arrest,35-54
25782,2008,U,32,unknown,Kansas City,MO,Closed by arrest,26-34
25783,2008,U,2,unknown,Kansas City,MO,Closed by arrest,0-18
25784,2008,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25785,2008,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25786,2008,U,37,unknown,Kansas City,MO,Closed by arrest,35-54
25787,2008,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25788,2008,U,36,unknown,Kansas City,MO,Closed by arrest,35-54
25789,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25790,2008,U,55,unknown,Kansas City,MO,Closed by arrest,55-64
25791,2008,U,45,unknown,Kansas City,MO,Open/No arrest,35-54
25792,2008,U,34,unknown,Kansas City,MO,Open/No arrest,26-34
25793,2008,U,37,unknown,Kansas City,MO,Open/No arrest,35-54
25794,2008,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
25795,2008,U,39,unknown,Kansas City,MO,Open/No arrest,35-54
25796,2008,U,32,unknown,Kansas City,MO,Closed by arrest,26-34
25797,2008,U,26,unknown,Kansas City,MO,Open/No arrest,26-34
25798,2008,U,29,unknown,Kansas City,MO,Open/No arrest,26-34
25799,2008,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25800,2008,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25801,2008,U,21,unknown,Kansas City,MO,Closed by arrest,19-25
25802,2008,U,26,unknown,Kansas City,MO,Closed by arrest,26-34
25803,2008,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
25804,2008,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25805,2008,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
25806,2008,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
25807,2008,U,21,unknown,Kansas City,MO,Closed by arrest,19-25
25808,2008,U,50,unknown,Kansas City,MO,Open/No arrest,35-54
25809,2008,U,50,unknown,Kansas City,MO,Closed by arrest,35-54
25810,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25811,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25812,2008,U,38,unknown,Kansas City,MO,Closed by arrest,35-54
25813,2008,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25814,2008,U,32,unknown,Kansas City,MO,Open/No arrest,26-34
25815,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25816,2008,U,29,unknown,Kansas City,MO,Open/No arrest,26-34
25817,2008,U,34,unknown,Kansas City,MO,Open/No arrest,26-34
25818,2008,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25819,2008,U,44,unknown,Kansas City,MO,Closed by arrest,35-54
25820,2008,U,26,unknown,Kansas City,MO,Closed by arrest,26-34
25821,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25822,2008,U,16,unknown,Kansas City,MO,Closed by arrest,0-18
25823,2008,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
25824,2008,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25825,2008,U,51,unknown,Kansas City,MO,Closed by arrest,35-54
25826,2008,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25827,2008,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25828,2008,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25829,2008,U,18,unknown,Kansas City,MO,Closed by arrest,0-18
25830,2008,U,38,unknown,Kansas City,MO,Closed by arrest,35-54
25831,2008,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
25832,2008,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25833,2008,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25834,2008,U,59,unknown,Kansas City,MO,Open/No arrest,55-64
25835,2008,U,31,unknown,Kansas City,MO,Open/No arrest,26-34
25836,2008,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
25837,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25838,2008,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
25839,2008,U,44,unknown,Kansas City,MO,Open/No arrest,35-54
25840,2008,U,46,unknown,Kansas City,MO,Closed by arrest,35-54
25841,2008,U,20,unknown,Kansas City,MO,Open/No arrest,19-25
25842,2008,U,41,unknown,Kansas City,MO,Open/No arrest,35-54
25843,2008,U,85,unknown,Kansas City,MO,Closed without arrest,65+
25844,2008,U,30,unknown,Kansas City,MO,Open/No arrest,26-34
25845,2008,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
25846,2008,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25847,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25848,2008,U,24,unknown,Kansas City,MO,Open/No arrest,19-25
25849,2008,U,18,unknown,Kansas City,MO,Open/No arrest,0-18
25850,2008,U,49,unknown,Kansas City,MO,Closed by arrest,35-54
25851,2008,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25852,2008,U,53,unknown,Kansas City,MO,Open/No arrest,35-54
25853,2008,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
25854,2008,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25855,2008,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25856,2008,U,32,unknown,Kansas City,MO,Closed by arrest,26-34
25857,2008,U,40,unknown,Kansas City,MO,Closed by arrest,35-54
25858,2008,U,42,unknown,Kansas City,MO,Closed by arrest,35-54
25859,2008,U,24,unknown,Kansas City,MO,Open/No arrest,19-25
25860,2008,U,44,unknown,Kansas City,MO,Open/No arrest,35-54
25861,2008,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
25862,2008,U,36,unknown,Kansas City,MO,Closed by arrest,35-54
25863,2008,U,48,unknown,Kansas City,MO,Closed by arrest,35-54
25864,2008,U,48,unknown,Kansas City,MO,Closed by arrest,35-54
25865,2008,U,41,unknown,Kansas City,MO,Closed by arrest,35-54
25866,2008,U,20,unknown,Kansas City,MO,Open/No arrest,19-25
25867,2008,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
25868,2008,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
25869,2008,U,Unknown,unknown,Kansas City,MO,Closed by arrest,Unknown
25870,2008,U,28,unknown,Kansas City,MO,Open/No arrest,26-34
25871,2008,U,18,unknown,Kansas City,MO,Open/No arrest,0-18
25872,2008,U,57,unknown,Kansas City,MO,Closed by arrest,55-64
25873,2008,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25874,2008,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25875,2008,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
25876,2008,U,53,unknown,Kansas City,MO,Closed by arrest,35-54
25877,2008,U,49,unknown,Kansas City,MO,Closed by arrest,35-54
25878,2008,U,30,unknown,Kansas City,MO,Closed by arrest,26-34
25879,2008,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
25880,2008,U,32,unknown,Kansas City,MO,Open/No arrest,26-34
25881,2008,U,44,unknown,Kansas City,MO,Closed by arrest,35-54
25882,2008,U,28,unknown,Kansas City,MO,Open/No arrest,26-34
25883,2008,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25884,2008,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
25885,2008,U,25,unknown,Kansas City,MO,Open/No arrest,19-25
25886,2009,U,16,unknown,Kansas City,MO,Closed by arrest,0-18
25887,2009,U,37,unknown,Kansas City,MO,Closed by arrest,35-54
25888,2009,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
25889,2009,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
25890,2009,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
25891,2009,U,33,unknown,Kansas City,MO,Closed by arrest,26-34
25892,2009,U,33,unknown,Kansas City,MO,Closed by arrest,26-34
25893,2009,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25894,2009,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
25895,2009,U,8,unknown,Kansas City,MO,Closed by arrest,0-18
25896,2009,U,53,unknown,Kansas City,MO,Open/No arrest,35-54
25897,2009,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
25898,2009,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
25899,2009,U,49,unknown,Kansas City,MO,Open/No arrest,35-54
25900,2009,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25901,2009,U,38,unknown,Kansas City,MO,Open/No arrest,35-54
25902,2009,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25903,2009,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25904,2009,U,39,unknown,Kansas City,MO,Closed by arrest,35-54
25905,2009,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25906,2009,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
25907,2009,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25908,2009,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
25909,2009,U,38,unknown,Kansas City,MO,Closed by arrest,35-54
25910,2009,U,34,unknown,Kansas City,MO,Open/No arrest,26-34
25911,2009,U,47,unknown,Kansas City,MO,Closed by arrest,35-54
25912,2009,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25913,2009,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25914,2009,U,18,unknown,Kansas City,MO,Closed by arrest,0-18
25915,2009,U,43,unknown,Kansas City,MO,Closed by arrest,35-54
25916,2009,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25917,2009,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25918,2009,U,37,unknown,Kansas City,MO,Closed by arrest,35-54
25919,2009,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
25920,2009,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25921,2009,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25922,2009,U,21,unknown,Kansas City,MO,Closed by arrest,19-25
25923,2009,U,18,unknown,Kansas City,MO,Closed by arrest,0-18
25924,2009,U,31,unknown,Kansas City,MO,Closed by arrest,26-34
25925,2009,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25926,2009,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25927,2009,U,51,unknown,Kansas City,MO,Open/No arrest,35-54
25928,2009,U,50,unknown,Kansas City,MO,Closed by arrest,35-54
25929,2009,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
25930,2009,U,52,unknown,Kansas City,MO,Open/No arrest,35-54
25931,2009,U,16,unknown,Kansas City,MO,Closed by arrest,0-18
25932,2009,U,26,unknown,Kansas City,MO,Closed by arrest,26-34
25933,2009,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
25934,2009,U,15,unknown,Kansas City,MO,Closed by arrest,0-18
25935,2009,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25936,2009,U,50,unknown,Kansas City,MO,Open/No arrest,35-54
25937,2009,U,45,unknown,Kansas City,MO,Closed by arrest,35-54
25938,2009,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
25939,2009,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25940,2009,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25941,2009,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
25942,2009,U,45,unknown,Kansas City,MO,Closed by arrest,35-54
25943,2009,U,38,unknown,Kansas City,MO,Closed by arrest,35-54
25944,2009,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25945,2009,U,31,unknown,Kansas City,MO,Closed by arrest,26-34
25946,2009,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
25947,2009,U,35,unknown,Kansas City,MO,Open/No arrest,35-54
25948,2009,U,34,unknown,Kansas City,MO,Closed by arrest,26-34
25949,2009,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
25950,2009,U,53,unknown,Kansas City,MO,Closed by arrest,35-54
25951,2009,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25952,2009,U,26,unknown,Kansas City,MO,Open/No arrest,26-34
25953,2009,U,41,unknown,Kansas City,MO,Open/No arrest,35-54
25954,2009,U,35,unknown,Kansas City,MO,Closed by arrest,35-54
25955,2009,U,42,unknown,Kansas City,MO,Open/No arrest,35-54
25956,2009,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25957,2009,U,43,unknown,Kansas City,MO,Closed by arrest,35-54
25958,2009,U,16,unknown,Kansas City,MO,Open/No arrest,0-18
25959,2009,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
25960,2009,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
25961,2009,U,31,unknown,Kansas City,MO,Closed by arrest,26-34
25962,2009,U,18,unknown,Kansas City,MO,Open/No arrest,0-18
25963,2009,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
25964,2009,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
25965,2009,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
25966,2009,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
25967,2009,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
25968,2009,U,18,unknown,Kansas City,MO,Closed by arrest,0-18
25969,2009,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25970,2009,U,64,unknown,Kansas City,MO,Open/No arrest,55-64
25971,2009,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25972,2009,U,73,unknown,Kansas City,MO,Closed by arrest,65+
25973,2009,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
25974,2009,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
25975,2009,U,38,unknown,Kansas City,MO,Closed by arrest,35-54
25976,2009,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
25977,2009,U,47,unknown,Kansas City,MO,Open/No arrest,35-54
25978,2009,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25979,2009,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25980,2009,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25981,2009,U,27,unknown,Kansas City,MO,Closed by arrest,26-34
25982,2009,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25983,2009,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25984,2009,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
25985,2009,U,40,unknown,Kansas City,MO,Open/No arrest,35-54
25986,2009,U,31,unknown,Kansas City,MO,Closed by arrest,26-34
25987,2009,U,37,unknown,Kansas City,MO,Open/No arrest,35-54
25988,2015,U,30,unknown,Kansas City,MO,Closed by arrest,26-34
25989,2010,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
25990,2010,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
25991,2010,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
25992,2010,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
25993,2010,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
25994,2010,U,16,unknown,Kansas City,MO,Closed by arrest,0-18
25995,2010,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
25996,2010,U,26,unknown,Kansas City,MO,Open/No arrest,26-34
25997,2010,U,28,unknown,Kansas City,MO,Open/No arrest,26-34
25998,2010,U,20,unknown,Kansas City,MO,Open/No arrest,19-25
25999,2010,U,18,unknown,Kansas City,MO,Closed by arrest,0-18
26000,2010,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
26001,2010,U,58,unknown,Kansas City,MO,Closed by arrest,55-64
26002,2010,U,37,unknown,Kansas City,MO,Closed by arrest,35-54
26003,2010,U,25,unknown,Kansas City,MO,Open/No arrest,19-25
26004,2010,U,35,unknown,Kansas City,MO,Closed by arrest,35-54
26005,2010,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
26006,2010,U,30,unknown,Kansas City,MO,Closed by arrest,26-34
26007,2010,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
26008,2010,U,29,unknown,Kansas City,MO,Open/No arrest,26-34
26009,2010,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
26010,2010,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
26011,2010,U,50,unknown,Kansas City,MO,Closed by arrest,35-54
26012,2010,U,40,unknown,Kansas City,MO,Closed by arrest,35-54
26013,2010,U,34,unknown,Kansas City,MO,Closed without arrest,26-34
26014,2010,U,41,unknown,Kansas City,MO,Closed by arrest,35-54
26015,2010,U,58,unknown,Kansas City,MO,Closed by arrest,55-64
26016,2010,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
26017,2010,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
26018,2010,U,36,unknown,Kansas City,MO,Closed by arrest,35-54
26019,2010,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
26020,2010,U,37,unknown,Kansas City,MO,Closed by arrest,35-54
26021,2010,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
26022,2010,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
26023,2010,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
26024,2010,U,20,unknown,Kansas City,MO,Open/No arrest,19-25
26025,2010,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
26026,2010,U,23,unknown,Kansas City,MO,Open/No arrest,19-25
26027,2010,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
26028,2010,U,18,unknown,Kansas City,MO,Closed by arrest,0-18
26029,2010,U,14,unknown,Kansas City,MO,Closed by arrest,0-18
26030,2010,U,20,unknown,Kansas City,MO,Closed by arrest,19-25
26031,2010,U,1,unknown,Kansas City,MO,Closed by arrest,0-18
26032,2010,U,28,unknown,Kansas City,MO,Open/No arrest,26-34
26033,2010,U,28,unknown,Kansas City,MO,Open/No arrest,26-34
26034,2010,U,26,unknown,Kansas City,MO,Closed by arrest,26-34
26035,2010,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
26036,2010,U,51,unknown,Kansas City,MO,Open/No arrest,35-54
26037,2010,U,17,unknown,Kansas City,MO,Open/No arrest,0-18
26038,2010,U,32,unknown,Kansas City,MO,Open/No arrest,26-34
26039,2010,U,15,unknown,Kansas City,MO,Open/No arrest,0-18
26040,2010,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
26041,2010,U,26,unknown,Kansas City,MO,Closed by arrest,26-34
26042,2010,U,43,unknown,Kansas City,MO,Open/No arrest,35-54
26043,2010,U,33,unknown,Kansas City,MO,Closed by arrest,26-34
26044,2010,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
26045,2010,U,21,unknown,Kansas City,MO,Closed by arrest,19-25
26046,2010,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
26047,2010,U,30,unknown,Kansas City,MO,Closed by arrest,26-34
26048,2010,U,25,unknown,Kansas City,MO,Closed by arrest,19-25
26049,2010,U,17,unknown,Kansas City,MO,Closed by arrest,0-18
26050,2010,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
26051,2010,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
26052,2010,U,58,unknown,Kansas City,MO,Closed without arrest,55-64
26053,2010,U,28,unknown,Kansas City,MO,Open/No arrest,26-34
26054,2010,U,29,unknown,Kansas City,MO,Open/No arrest,26-34
26055,2010,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
26056,2010,U,62,unknown,Kansas City,MO,Closed by arrest,55-64
26057,2010,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
26058,2010,U,2,unknown,Kansas City,MO,Closed by arrest,0-18
26059,2010,U,21,unknown,Kansas City,MO,Closed by arrest,19-25
26060,2010,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
26061,2010,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
26062,2010,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
26063,2010,U,36,unknown,Kansas City,MO,Open/No arrest,35-54
26064,2010,U,33,unknown,Kansas City,MO,Open/No arrest,26-34
26065,2010,U,23,unknown,Kansas City,MO,Closed by arrest,19-25
26066,2010,U,34,unknown,Kansas City,MO,Closed by arrest,26-34
26067,2010,U,20,unknown,Kansas City,MO,Open/No arrest,19-25
26068,2010,U,22,unknown,Kansas City,MO,Closed by arrest,19-25
26069,2010,U,36,unknown,Kansas City,MO,Open/No arrest,35-54
26070,2010,U,31,unknown,Kansas City,MO,Open/No arrest,26-34
26071,2010,U,33,unknown,Kansas City,MO,Open/No arrest,26-34
26072,2010,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
26073,2010,U,42,unknown,Kansas City,MO,Closed by arrest,35-54
26074,2010,U,25,unknown,Kansas City,MO,Open/No arrest,19-25
26075,2010,U,75,unknown,Kansas City,MO,Closed by arrest,65+
26076,2010,U,67,unknown,Kansas City,MO,Closed by arrest,65+
26077,2010,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
26078,2010,U,18,unknown,Kansas City,MO,Open/No arrest,0-18
26079,2010,U,29,unknown,Kansas City,MO,Open/No arrest,26-34
26080,2010,U,24,unknown,Kansas City,MO,Closed by arrest,19-25
26081,2010,U,22,unknown,Kansas City,MO,Open/No arrest,19-25
26082,2010,U,19,unknown,Kansas City,MO,Open/No arrest,19-25
26083,2010,U,21,unknown,Kansas City,MO,Open/No arrest,19-25
26084,2010,U,38,unknown,Kansas City,MO,Closed by arrest,35-54
26085,2010,U,50,unknown,Kansas City,MO,Closed by arrest,35-54
26086,2010,U,27,unknown,Kansas City,MO,Open/No arrest,26-34
26087,2010,U,26,unknown,Kansas City,MO,Open/No arrest,26-34
26088,2010,U,25,unknown,Kansas City,MO,Open/No arrest,19-25
26089,2010,U,26,unknown,Kansas City,MO,Closed by arrest,26-34
26090,2011,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
26091,2011,U,43,unknown,Kansas City,MO,Closed by arrest,35-54
26092,2011,U,28,unknown,Kansas City,MO,Closed by arrest,26-34
26093,2011,U,19,unknown,Kansas City,MO,Closed by arrest,19-25
26094,2011,U,55,unknown,Kansas City,MO,Closed by arrest,55-64
26095,2011,U,43,unknown,Kansas City,MO,Closed by arrest,35-54
26096,2011,U,29,unknown,Kansas City,MO,Closed by arrest,26-34
26097,2011,U,46,unknown,Kansas City,MO,Open/No arrest,35-54
