id,armed_with,city,county,state,age,gender,race,body_camera,age_range,year
5032,knife,Richmond,,VA,57.0,female,W,True,55-64,2019
5034,vehicle,Milton,,FL,,male,,False,Unknown,2019
5248,gun,New York,,NY,39.0,male,B,True,35-54,2019
5486,knife,Oceanside,,NY,36.0,male,W,False,35-54,2019
5043,gun,Salem,,OR,43.0,male,W,False,35-54,2019
5487,gun,Tallahassee,,FL,44.0,male,W,False,35-54,2019
5488,knife,Wilkinsburg,,PA,49.0,male,B,False,35-54,2019
5489,gun,Memphis,,TN,33.0,male,B,False,26-34,2019
5044,replica,Long Beach,,CA,18.0,male,B,False,0-18,2019
5045,unknown,Soddy Daisy,,TN,74.0,male,,False,65+,2019
5058,gun,Gainesville,,GA,21.0,male,W,True,19-25,2019
5492,gun,Lakewood,,CO,57.0,male,W,False,55-64,2019
5049,undetermined,Ada,,OK,29.0,male,W,False,26-34,2019
5490,knife,Riverton,,WY,58.0,male,N,False,55-64,2019
5050,gun,Austin,,TX,74.0,male,W,False,65+,2019
5046,gun,Los Angeles,,CA,63.0,male,H,False,55-64,2019
5047,gun,Floyd County,,GA,28.0,male,W,False,26-34,2019
5048,unknown,Lowell,,AR,31.0,male,W,False,26-34,2019
5051,gun,Huntington,,WV,41.0,male,,False,35-54,2019
5068,gun,Richlands,,NC,67.0,male,W,False,65+,2019
5069,knife,Sanford,,NC,63.0,male,,False,55-64,2019
5053,gun,Hartsville,,SC,64.0,male,W,False,55-64,2019
5067,gun,Lacombe,,LA,32.0,male,W,False,26-34,2019
5052,knife,Hyattsville,,MD,49.0,male,B,False,35-54,2019
5054,gun,Lexington County,,SC,28.0,male,W,False,26-34,2019
5055,vehicle,La Habra,,CA,,male,,False,Unknown,2019
5057,gun,Dallas,,TX,,male,,False,Unknown,2019
5063,knife,Baltimore,,MD,31.0,male,B,False,26-34,2019
5065,gun,Boston,,MA,,male,,False,Unknown,2019
5060,unarmed,Longview,,TX,37.0,male,W,False,35-54,2019
5061,replica,Monument,,CO,20.0,male,W,False,19-25,2019
5062,gun,Miami,,FL,38.0,male,,False,35-54,2019
5064,gun,New York,,NY,27.0,male,B,True,26-34,2019
5070,vehicle,Cotter,,MO,38.0,female,W,False,35-54,2019
5071,vehicle;gun,Yucca Valley,,CA,36.0,male,W,False,35-54,2019
5491,knife,Gainesville,,GA,35.0,male,H,False,35-54,2019
5072,gun,Drennen,,WV,50.0,male,W,False,35-54,2019
5073,gun,Elkton,,KY,75.0,male,W,False,65+,2019
5074,replica;vehicle,Bridgeview,,IL,32.0,male,W,False,26-34,2019
5081,gun,Rutland,,VT,34.0,male,W,False,26-34,2019
5075,gun,Grovetown,,GA,61.0,male,,False,55-64,2019
5082,gun,Oklahoma City,,OK,24.0,male,B,True,19-25,2019
5079,other,Jacksonville,,FL,37.0,male,W,False,35-54,2019
5080,gun,Carrollton,,TX,33.0,male,W,False,26-34,2019
5076,gun,Herald,,CA,55.0,male,,False,55-64,2019
5077,gun,Maryland Heights,,MO,42.0,male,,False,35-54,2019
5078,knife,Los Angeles,,CA,37.0,male,H,False,35-54,2019
5088,gun,Sacramento,,CA,55.0,male,B,True,55-64,2019
5085,knife,Kountze,,TX,31.0,male,W,False,26-34,2019
5475,gun,Tahlequah,,OK,54.0,male,W,True,35-54,2019
5086,blunt_object,Beaumont,,TX,37.0,male,B,False,35-54,2019
5087,vehicle,Lincoln,,NE,48.0,male,W,False,35-54,2019
5222,vehicle,Layton,,UT,28.0,male,W,False,26-34,2019
5083,gun,Oklahoma City,,OK,31.0,male,B,True,26-34,2019
5084,vehicle,Los Angeles,,CA,48.0,male,W,False,35-54,2019
5098,gun,Farmington,,NM,58.0,male,W,True,55-64,2019
5096,gun,Tucson,,AZ,56.0,male,,False,55-64,2019
5097,gun,Pine Bluff,,AR,40.0,male,,False,35-54,2019
5100,gun,Pittsburg,,OK,19.0,male,W,False,19-25,2019
5090,unarmed,Fort Worth,,TX,28.0,female,B,True,26-34,2019
5091,gun,Myrtle Beach,,SC,32.0,male,,True,26-34,2019
5094,gun,El Monte,,CA,21.0,male,B,False,19-25,2019
5095,knife,North Port,,FL,57.0,male,H,False,55-64,2019
5089,gun,Glendale,,AZ,17.0,male,H,False,0-18,2019
5093,blunt_object,Corpus Christi,,TX,22.0,male,H,True,19-25,2019
5221,gun,Buckeye,,AZ,26.0,male,H,False,26-34,2019
5092,gun,Albuquerque,,NM,,male,,False,Unknown,2019
5099,unarmed,Ethel,,LA,31.0,male,B,False,26-34,2019
5101,gun,High Point,,NC,61.0,male,B,False,55-64,2019
5103,knife,Athens,,GA,54.0,female,W,True,35-54,2019
5102,gun,Jamestown,,NC,28.0,male,W,False,26-34,2019
5105,unarmed,Hope Ranch,,CA,30.0,male,W,False,26-34,2019
5106,gun,New York,,NY,30.0,male,B,False,26-34,2019
5110,gun,Wendell,,ID,28.0,male,W,False,26-34,2019
5220,gun,Stone Mountain,,GA,26.0,male,B,False,26-34,2019
5107,gun,Roanoke,,VA,28.0,male,W,False,26-34,2019
5108,gun,Sherman Oaks,,CA,21.0,male,B,False,19-25,2019
5109,vehicle,New York,,NY,31.0,male,,False,26-34,2019
5111,knife,Oakridge,,OR,27.0,male,W,False,26-34,2019
5113,gun,Warren,,AR,34.0,male,B,False,26-34,2019
5476,gun;vehicle,Fayette,,MS,22.0,male,B,False,19-25,2019
5112,vehicle,St. Joseph County,,MI,46.0,male,,False,35-54,2019
5115,gun,Idaho Falls,,ID,29.0,male,W,False,26-34,2019
5118,knife,Farmingdale,,NJ,38.0,male,W,False,35-54,2019
5217,blunt_object;knife,Leesburg,,FL,51.0,male,W,False,35-54,2019
5218,gun,Easley,,SC,61.0,male,,False,55-64,2019
5219,gun;vehicle,Palestine,,TX,34.0,male,W,False,26-34,2019
5116,gun,St. Louis,,MO,30.0,male,B,False,26-34,2019
5117,replica,Boise,,ID,33.0,female,W,True,26-34,2019
5114,gun,Trotwood,,OH,21.0,male,W,False,19-25,2019
5120,gun,Hillsboro,,OR,39.0,male,W,False,35-54,2019
5214,gun,Denver,,CO,36.0,male,H,False,35-54,2019
5216,gun,Henderson,,NV,37.0,female,H,True,35-54,2019
5215,knife,Carson,,CA,55.0,male,A,False,55-64,2019
5122,gun,Sweetwater,,TX,34.0,male,W,False,26-34,2019
5125,vehicle,El Paso,,TX,47.0,male,W,False,35-54,2019
5138,gun,Spokane,,WA,61.0,male,W,False,55-64,2019
5139,gun,New York,,NY,29.0,male,B,True,26-34,2019
5140,gun,Huntington,,IN,29.0,male,W,False,26-34,2019
5141,gun,Long Beach,,CA,44.0,male,B,True,35-54,2019
5119,gun,Greenville,,NC,53.0,male,W,False,35-54,2019
5121,replica,Lake Lanier,,GA,31.0,male,,False,26-34,2019
5123,knife,Bossier City,,LA,45.0,female,W,False,35-54,2019
5124,vehicle,Morristown,,TN,19.0,male,W,False,19-25,2019
5128,gun,Kansas,,OK,40.0,male,W,False,35-54,2019
5132,other,New York,,NY,33.0,male,B,False,26-34,2019
5136,gun,Albuquerque,,NM,,male,,False,Unknown,2019
5137,unknown,Dalton,,GA,,male,,False,Unknown,2019
5131,gun,Athens,,GA,45.0,male,A,True,35-54,2019
5133,blunt_object,Imperial County,,CA,,male,,False,Unknown,2019
5134,gun,Walloon Lake,,MI,27.0,male,W,False,26-34,2019
5126,gun,Madison,,WI,63.0,male,W,False,55-64,2019
5127,gun,Madison,,AL,39.0,male,B,True,35-54,2019
5129,gun,Tulsa,,OK,50.0,male,H,True,35-54,2019
5130,gun,Carmichael,,CA,25.0,male,B,False,19-25,2019
5144,blunt_object,Porterville,,CA,42.0,male,H,False,35-54,2019
5143,blunt_object,Evansville,,IN,25.0,male,W,True,19-25,2019
5146,gun,Baltimore,,MD,24.0,male,B,True,19-25,2019
5147,gun,Ona,,WV,,male,W,False,Unknown,2019
5149,knife,San Jose,,CA,67.0,male,,False,65+,2019
5162,gun,Fresno,,CA,,male,A,False,Unknown,2019
5163,blunt_object,Lancaster,,CA,62.0,male,W,False,55-64,2019
5160,gun,Bascom,,FL,34.0,male,W,False,26-34,2019
5161,replica,San Jose,,CA,33.0,male,W,True,26-34,2019
5479,gun,Pearson,,GA,56.0,male,W,False,55-64,2019
5158,gun,Adams County,,CO,46.0,male,H,False,35-54,2019
5159,gun,Orlando,,FL,41.0,male,H,False,35-54,2019
5173,gun,Odessa,,TX,38.0,male,H,False,35-54,2019
5191,knife,Alamogordo,,NM,22.0,male,H,False,19-25,2019
5155,knife,Vero Beach,,FL,29.0,male,W,False,26-34,2019
5157,undetermined,Dexter,,KY,42.0,male,W,False,35-54,2019
5153,knife,Parkland,,WA,56.0,male,W,True,55-64,2019
5154,gun,Phoenix,,AZ,32.0,male,B,False,26-34,2019
5151,gun,Sunland Park,,NM,,male,,False,Unknown,2019
5172,knife,Glendale,,AZ,31.0,male,W,True,26-34,2019
5174,gun,Las Cruces,,NM,21.0,male,H,False,19-25,2019
5175,gun,Two Rivers,,WI,31.0,male,W,False,26-34,2019
5167,gun,East Cleveland,,OH,48.0,male,B,True,35-54,2019
5168,gun,Pettis County,,MO,58.0,male,W,False,55-64,2019
5169,gun,Leon,,WI,32.0,male,A,False,26-34,2019
5171,knife,Willis,,TX,45.0,male,W,False,35-54,2019
5164,gun,Tahlequah,,OK,37.0,male,B,False,35-54,2019
5165,undetermined,Henryetta,,OK,20.0,male,W,False,19-25,2019
5166,gun,San Antonio,,TX,34.0,male,H,False,26-34,2019
5170,gun,Fayetteville,,NC,31.0,male,B,False,26-34,2019
5176,replica,Wadsworth,,OH,26.0,male,W,False,26-34,2019
5177,gun,Louisville,,KY,32.0,male,B,True,26-34,2019
5178,gun,Conyers,,GA,66.0,male,W,False,65+,2019
5179,gun,Ashtabula Township,,OH,37.0,male,W,False,35-54,2019
5185,gun,Lincolnton,,NC,38.0,male,W,False,35-54,2019
5186,gun,San Jose,,CA,29.0,male,,False,26-34,2019
5187,knife,Union County,,SC,28.0,male,W,False,26-34,2019
5481,knife,Everett,,WA,44.0,male,W,False,35-54,2019
5180,gun,Lakewood,,CO,22.0,male,W,False,19-25,2019
5182,gun,Loveland,,CO,59.0,female,W,False,55-64,2019
5183,gun,Cedar City,,UT,56.0,male,,False,55-64,2019
5184,vehicle,Lakeland,,FL,20.0,female,W,False,19-25,2019
5181,gun,Oklahoma City,,OK,39.0,male,W,False,35-54,2019
5213,gun;vehicle,Honolulu,,HI,30.0,male,A,False,26-34,2019
5195,gun,Wilson,,NC,27.0,male,B,False,26-34,2019
5197,knife,Mandarin,,FL,,male,W,True,Unknown,2019
5203,knife,Los Angeles,,CA,37.0,male,H,False,35-54,2019
5204,knife,Beaumont,,TX,52.0,male,W,False,35-54,2019
5212,gun,Fox Crossing,,WI,35.0,male,W,False,35-54,2019
5190,gun,Charlotte,,NC,33.0,male,B,False,26-34,2019
5192,gun,Westborough,,MA,,male,,False,Unknown,2019
5193,gun,Cleveland,,OH,27.0,male,B,False,26-34,2019
5188,unknown,Lake Elsinore,,CA,,male,,False,Unknown,2019
5189,gun,Mesa,,AZ,27.0,male,W,False,26-34,2019
5196,unarmed,Alliance,,OH,41.0,male,W,False,35-54,2019
5194,vehicle,Franklin County,,WA,28.0,male,B,False,26-34,2019
5201,gun,Kansas City,,MO,26.0,male,W,False,26-34,2019
5198,gun,Horn Lake,,MS,,male,W,False,Unknown,2019
5199,knife,Los Angeles,,CA,34.0,male,H,False,26-34,2019
5202,gun,San Bernardino,,CA,34.0,male,W,False,26-34,2019
5205,knife,Preston,,ID,50.0,male,H,False,35-54,2019
5226,gun,West Kewaunee,,WI,38.0,male,H,False,35-54,2019
5483,gun,Des Plaines,,IL,32.0,male,B,False,26-34,2019
5206,knife,Dahlonega,,GA,55.0,male,W,False,55-64,2019
5207,gun,Hampton,,GA,51.0,male,W,False,35-54,2019
5208,gun,Henderson,,NV,18.0,male,B,True,0-18,2019
5263,gun,Los Angeles,,CA,42.0,female,W,False,35-54,2019
5224,vehicle,Black Diamond,,WA,36.0,male,W,False,35-54,2019
5225,gun,Elizabethtown,,NC,37.0,male,B,False,35-54,2019
5209,gun,Chester,,SC,28.0,male,B,True,26-34,2019
5210,replica,Pueblo,,CO,24.0,male,H,False,19-25,2019
5211,gun,Gaines Township,,MI,34.0,male,W,False,26-34,2019
5223,knife;vehicle,Los Angeles,,CA,22.0,male,B,True,19-25,2019
5244,gun,Great Falls,,MT,42.0,male,W,False,35-54,2019
5243,knife,Sparks,,MD,48.0,male,W,True,35-54,2019
5245,gun,Greeneville,,TN,51.0,male,W,True,35-54,2019
5484,knife,Mansfield,,OH,40.0,male,B,False,35-54,2019
5238,gun,Barton County,,MO,34.0,male,W,False,26-34,2019
5240,gun,Tampa,,FL,30.0,male,B,False,26-34,2019
5485,gun;vehicle,Jim Thorpe,,PA,31.0,male,W,False,26-34,2019
5236,replica,Modesto,,CA,54.0,male,W,True,35-54,2019
5237,gun,Lewes,,DE,46.0,male,,False,35-54,2019
5239,gun,Lakeland,,FL,60.0,male,W,False,55-64,2019
5241,gun,Watkins,,CO,40.0,male,W,False,35-54,2019
5242,undetermined,Eatonville,,WA,,male,W,False,Unknown,2019
5234,unarmed,Eugene,,OR,40.0,male,H,False,35-54,2019
5228,gun,Secaucus,,NJ,68.0,male,W,False,65+,2019
5229,gun,Morrow,,GA,68.0,male,B,False,65+,2019
5232,knife,Concord,,CA,60.0,male,W,True,55-64,2019
5233,gun;vehicle,Fort Pierce,,FL,16.0,male,H,False,0-18,2019
5235,vehicle,Plant City,,FL,25.0,male,W,False,19-25,2019
5384,vehicle;knife;other,Hanover Township,,PA,20.0,male,W,False,19-25,2019
5230,gun,Daytona Beach,,FL,21.0,male,B,True,19-25,2019
5246,knife,Los Angeles,,CA,38.0,male,A,False,35-54,2019
5249,unarmed,Temple,,TX,28.0,male,B,False,26-34,2019
5388,gun,Mesa,,AZ,18.0,male,N,False,0-18,2019
5247,gun,Ada,,OK,,male,W,False,Unknown,2019
5250,gun,Kansas City,,MO,26.0,male,B,False,26-34,2019
5257,gun,Syracuse,,NY,31.0,male,B,True,26-34,2019
5255,gun,Avon,,CO,58.0,male,B,False,55-64,2019
5256,vehicle,Marshall,,TX,31.0,male,B,False,26-34,2019
5260,gun,Miramar,,FL,41.0,male,B,False,35-54,2019
5261,gun,Miramar,,FL,41.0,male,B,False,35-54,2019
5390,gun,San Bernardino,,CA,41.0,male,W,False,35-54,2019
5252,gun,Westminster,,CO,23.0,male,W,False,19-25,2019
5254,gun,Bentonville,,AR,17.0,male,B,False,0-18,2019
5253,gun,Fayetteville,,AR,35.0,male,W,False,35-54,2019
5264,gun,Nokomis,,FL,65.0,male,W,False,65+,2019
5251,knife,Portland,,OR,51.0,male,W,False,35-54,2019
5262,gun,St. Helena Parish,,LA,47.0,male,B,False,35-54,2019
5265,gun,Fort Madison,,IA,42.0,male,W,False,35-54,2019
5266,blunt_object,Hesperia,,CA,42.0,male,H,False,35-54,2019
5267,knife,Arietta,,NY,55.0,male,W,False,55-64,2019
5269,gun,Andrews,,SC,31.0,male,B,False,26-34,2019
5270,gun,Beloit,,WI,23.0,male,B,False,19-25,2019
5271,gun,Jersey City,,NJ,50.0,female,B,False,35-54,2019
5272,gun,Jersey City,,NJ,47.0,male,B,False,35-54,2019
5392,gun,Semmes,,AL,66.0,male,W,False,65+,2019
5268,gun,Nelson Township,,PA,68.0,male,W,False,65+,2019
5393,unarmed,League City,,TX,31.0,male,W,False,26-34,2019
5280,gun,St. Louis,,MO,24.0,male,B,False,19-25,2019
5281,knife,Washita County,,OK,30.0,male,W,False,26-34,2019
5282,gun,Anaheim,,CA,34.0,male,B,True,26-34,2019
5283,knife,Orange,,CA,43.0,male,,True,35-54,2019
5284,gun,Ozark,,AL,23.0,male,W,False,19-25,2019
5286,replica,Renton,,WA,43.0,male,W,False,35-54,2019
5297,knife,Tampa,,FL,22.0,male,B,False,19-25,2019
5273,vehicle;gun,Jacksonville,,FL,22.0,male,B,True,19-25,2019
5277,gun,Tucson,,AZ,42.0,male,W,False,35-54,2019
5278,gun,Redford Township,,MI,65.0,male,B,False,65+,2019
5279,knife,Pasco,,WA,18.0,male,H,False,0-18,2019
5274,gun,Milwaukee,,WI,23.0,male,W,False,19-25,2019
5275,gun,Minneapolis,,MN,52.0,male,A,True,35-54,2019
5276,gun,Akron,,OH,40.0,male,O,False,35-54,2019
5293,gun,Brownsville,,TX,27.0,male,H,False,26-34,2019
5291,gun,Kalihi,,HI,34.0,male,A,False,26-34,2019
5292,gun,Los Angeles,,CA,25.0,male,H,False,19-25,2019
5296,undetermined,San Bernardino,,CA,28.0,male,H,False,26-34,2019
5288,gun,Wilmington,,NC,,male,W,False,Unknown,2019
5289,gun,Fort Walton Beach,,FL,27.0,male,W,False,26-34,2019
5290,knife,Honolulu,,HI,27.0,male,A,True,26-34,2019
5395,gun,Great Falls,,MT,41.0,male,W,False,35-54,2019
5396,gun,El Paso,,TX,63.0,male,,False,55-64,2019
5287,gun,Tulsa,,OK,29.0,male,W,False,26-34,2019
5294,knife,Smith County,,TN,38.0,male,W,False,35-54,2019
5295,knife,Davis,,CA,29.0,male,W,True,26-34,2019
5298,unknown,Lakewood,,CO,47.0,male,W,False,35-54,2019
5306,gun,Brentwood,,NY,21.0,male,B,False,19-25,2019
5309,gun,Lenoir,,NC,28.0,male,B,False,26-34,2019
5397,gun,Eustis,,FL,38.0,male,W,False,35-54,2019
5299,other,Tempe,,AZ,25.0,male,B,False,19-25,2019
5307,gun,Randolph County,,IN,44.0,male,W,False,35-54,2019
5308,gun,Winston-Salem,,NC,61.0,male,B,False,55-64,2019
5301,gun,Emery County,,UT,40.0,male,W,False,35-54,2019
5303,blunt_object,Carroll County,,GA,26.0,male,W,False,26-34,2019
5304,knife,Ithaca,,NY,57.0,male,W,False,55-64,2019
5305,gun,Evansville,,IN,57.0,male,W,False,55-64,2019
5300,gun,Wilkinsburg,,PA,24.0,male,B,False,19-25,2019
5302,gun,Redding,,CA,34.0,male,W,False,26-34,2019
5327,unknown,Hattiesburg,,MS,46.0,male,B,False,35-54,2019
5317,gun;vehicle,Phoenix,,AZ,38.0,male,H,False,35-54,2019
5329,gun,Bryant,,AR,24.0,male,W,False,19-25,2019
5398,gun,San Antonio,,TX,34.0,male,H,False,26-34,2019
5326,gun,Deltona,,FL,65.0,male,W,True,65+,2019
5331,gun,Oklahoma City,,OK,60.0,male,B,False,55-64,2019
5399,gun,Springfield,,MO,56.0,male,W,False,55-64,2019
5328,replica,Ocala,,FL,59.0,female,W,False,55-64,2019
5330,vehicle,Atlanta,,GA,23.0,male,B,False,19-25,2019
5314,unknown,Memphis,,TN,35.0,male,B,False,35-54,2019
5325,gun,Auburndale,,FL,35.0,male,H,False,35-54,2019
5320,other,Newport News,,VA,43.0,male,W,False,35-54,2019
5322,gun;knife,Limerick,,ME,16.0,male,H,False,0-18,2019
5323,gun,Linthicum,,MD,,male,W,False,Unknown,2019
5324,undetermined,South Ogden,,UT,42.0,male,W,False,35-54,2019
5315,gun,Houston,,TX,52.0,male,W,False,35-54,2019
5316,unknown,Elizabethton,,TN,31.0,male,W,False,26-34,2019
5319,unknown,Bakersfield,,CA,27.0,male,H,False,26-34,2019
5321,knife,Lancaster,,OH,31.0,male,W,True,26-34,2019
5400,knife,Clearlake Oaks,,CA,34.0,male,W,False,26-34,2019
5310,gun,DeSoto County,,MS,76.0,male,W,False,65+,2019
5311,gun,Rapid City,,SD,29.0,male,W,False,26-34,2019
5313,other,Juneau,,AK,34.0,male,W,False,26-34,2019
5318,knife,El Centro,,CA,,male,H,False,Unknown,2019
5312,gun,Houston,,TX,18.0,male,B,False,0-18,2019
5402,vehicle,Wichita,,KS,51.0,female,W,False,35-54,2019
5404,vehicle,Fulton,,MO,25.0,male,W,False,19-25,2019
5332,knife,Globe,,AZ,28.0,male,W,False,26-34,2019
5333,vehicle,Chesterfield,,MO,37.0,male,B,False,35-54,2019
5345,gun,Forrest City,,AR,,male,B,False,Unknown,2019
5358,gun,Federal Way,,WA,23.0,male,B,False,19-25,2019
5359,gun,Omaha,,NE,57.0,male,B,True,55-64,2019
5374,gun,Cross Lanes,,WV,49.0,male,W,False,35-54,2019
5342,replica,Grass Valley,,CA,25.0,male,W,False,19-25,2020
5344,gun,Richmond County,,VA,24.0,male,W,False,19-25,2020
5347,gun,Central Point,,OR,29.0,male,W,True,26-34,2020
5403,knife,Denver,,CO,20.0,male,H,True,19-25,2020
5339,gun,Holt,,MO,26.0,male,W,False,26-34,2020
5340,knife,Ansonia,,CT,30.0,male,H,True,26-34,2020
5348,gun,Hillsboro,,OR,69.0,male,W,False,65+,2020
5349,vehicle,North Las Vegas,,NV,26.0,male,B,True,26-34,2020
5350,gun,Murrieta,,CA,41.0,male,W,True,35-54,2020
5405,gun,Chicago,,IL,31.0,male,H,False,26-34,2020
5341,knife,Chicago,,IL,25.0,male,B,False,19-25,2020
5334,gun,Elkmont,,AL,57.0,male,W,False,55-64,2020
5335,gun,Jacksonville,,FL,17.0,male,B,False,0-18,2020
5336,knife,Milford,,DE,27.0,male,B,False,26-34,2020
5337,knife,Oklahoma City,,OK,50.0,male,W,False,35-54,2020
5338,gun,Lubbock,,TX,30.0,male,H,False,26-34,2020
5352,gun,Sparks,,NV,18.0,male,B,False,0-18,2020
5351,gun,Asheboro,,NC,21.0,male,W,False,19-25,2020
5353,gun,Phoenix,,AZ,28.0,male,H,False,26-34,2020
5354,gun,Albuquerque,,NM,28.0,male,H,False,26-34,2020
5355,gun,Aurora,,CO,25.0,male,W,True,19-25,2020
5356,replica,Honolulu,,HI,33.0,male,A,False,26-34,2020
5357,gun,North Pole,,AK,59.0,male,W,False,55-64,2020
5361,gun,Bismarck,,MO,34.0,male,W,False,26-34,2020
5498,gun,Nipton,,CA,27.0,male,,False,26-34,2020
5360,blunt_object,Semmes,,AL,34.0,male,W,False,26-34,2020
5362,gun,New York,,NY,37.0,male,B,True,35-54,2020
5364,gun,Bismarck,,ND,30.0,male,W,False,26-34,2020
5499,gun,Powhatan Point,,OH,41.0,male,W,False,35-54,2020
5571,gun,Philadelphia,,PA,47.0,male,B,False,35-54,2020
5363,unarmed,Spokane,,WA,25.0,male,A,False,19-25,2020
5365,vehicle,Muscoy,,CA,24.0,male,H,False,19-25,2020
5366,gun,Glenwood Springs,,CO,,male,W,False,Unknown,2020
5369,knife,Miami Beach,,FL,49.0,male,B,False,35-54,2020
5501,gun,Bainbridge,,GA,47.0,male,B,False,35-54,2020
5367,replica,Los Angeles,,CA,31.0,male,H,False,26-34,2020
5368,gun,Carthage,,MO,47.0,male,W,False,35-54,2020
5370,gun,Lakewood,,CO,52.0,male,W,False,35-54,2020
5371,gun,Gary,,IN,29.0,male,B,False,26-34,2020
5372,vehicle,San Antonio,,TX,45.0,male,W,False,35-54,2020
5373,knife,The Villages,,FL,51.0,male,H,False,35-54,2020
5375,other,Lawrenceville,,GA,47.0,male,B,False,35-54,2020
5378,knife,Cocoa,,FL,55.0,male,B,True,55-64,2020
5379,gun,Missoula,,MT,35.0,male,W,False,35-54,2020
5382,gun,Fleetwood,,NC,50.0,male,W,False,35-54,2020
5503,gun,Mulberry,,FL,31.0,male,W,False,26-34,2020
5377,knife,West Haven,,CT,19.0,male,B,True,19-25,2020
5380,gun,Wausau,,WI,35.0,male,W,False,35-54,2020
5381,gun,Yerington,,NV,66.0,male,W,False,65+,2020
5376,gun,Powder Springs,,GA,19.0,male,B,False,19-25,2020
5406,knife,Sebring,,FL,43.0,male,W,False,35-54,2020
5386,gun,Waterbury,,CT,57.0,male,W,False,55-64,2020
5389,gun,Fountain Valley,,CA,31.0,male,H,False,26-34,2020
5391,knife,Sedona,,AZ,41.0,male,W,False,35-54,2020
5394,gun,Lafayette,,IN,39.0,male,W,False,35-54,2020
5383,gun,Atkins,,AR,24.0,male,W,False,19-25,2020
5387,knife,Lacey,,WA,60.0,male,A,False,55-64,2020
5407,gun,Jacksonville,,FL,20.0,male,B,False,19-25,2020
5408,gun,Fox Crossing,,WI,32.0,male,W,False,26-34,2020
5432,knife,Arvada,,CO,40.0,male,W,False,35-54,2020
5508,gun,Mesa,,AZ,37.0,male,H,False,35-54,2020
5570,undetermined,Moore,,OK,34.0,male,W,False,26-34,2020
5429,gun,Savannah,,GA,22.0,male,B,False,19-25,2020
5430,knife,Paris,,TX,30.0,male,W,False,26-34,2020
5431,gun,Wasilla,,AK,26.0,male,W,False,26-34,2020
5433,gun,St. Petersburg,,FL,29.0,male,B,False,26-34,2020
5506,vehicle,Atlanta,,GA,32.0,male,B,False,26-34,2020
5507,vehicle,Bloomingdale,,NJ,32.0,male,B,False,26-34,2020
5427,gun,San Angelo,,TX,27.0,male,W,False,26-34,2020
5428,gun,Oak Park,,CA,31.0,male,H,True,26-34,2020
5436,gun,Coden,,AL,35.0,female,W,False,35-54,2020
5425,gun,Aurora,,CO,19.0,male,B,False,19-25,2020
5426,gun,Columbus,,OH,34.0,male,B,False,26-34,2020
5424,vehicle,Chandler,,AZ,32.0,male,W,False,26-34,2020
5434,unarmed,Temple Hills,,MD,43.0,male,B,False,35-54,2020
5435,gun,Aiken,,SC,22.0,male,B,False,19-25,2020
5505,gun,Lexington Park,,MD,43.0,male,W,False,35-54,2020
5440,knife,Scottsdale,,AZ,27.0,male,W,False,26-34,2020
5442,gun,Tuscson,,AZ,39.0,male,H,False,35-54,2020
5569,vehicle,Shelby Gap,,KY,37.0,male,W,False,35-54,2020
5441,unarmed,Graham,,NC,20.0,male,B,False,19-25,2020
5500,gun,Deposit,,NY,34.0,male,W,False,26-34,2020
5502,gun,Kasilof,,AK,32.0,male,W,False,26-34,2020
5443,gun,Hockingport,,OH,41.0,male,W,False,35-54,2020
5456,gun,Columbus,,OH,15.0,male,B,False,0-18,2020
5457,replica,Raleigh,,NC,52.0,male,B,True,35-54,2020
5504,gun,Kansas City,,MO,29.0,male,B,False,26-34,2020
5493,vehicle,Gulfport,,MS,53.0,male,B,False,35-54,2020
5497,gun,Spring Hill,,FL,24.0,male,W,False,19-25,2020
5566,gun,Fort Myers,,FL,41.0,male,B,False,35-54,2020
5495,gun,Wauwatosa,,WI,17.0,male,B,False,0-18,2020
5496,gun;vehicle,Minot,,ME,44.0,male,W,False,35-54,2020
5567,knife,Yuma,,AZ,63.0,male,,False,55-64,2020
5494,gun,Millcreek,,UT,56.0,male,B,False,55-64,2020
5513,knife,Denton,,TX,23.0,male,B,True,19-25,2020
5516,gun,Allen,,OK,32.0,male,W,False,26-34,2020
5563,knife,Home Garden,,CA,26.0,male,B,False,26-34,2020
5564,knife,Ono,,CA,41.0,male,W,False,35-54,2020
5523,knife,Washoe,,NV,56.0,male,W,False,55-64,2020
5565,vehicle,Topeka,,KS,33.0,male,H,False,26-34,2020
5512,gun,Port Charlotte,,FL,37.0,male,W,False,35-54,2020
5514,replica,Brookline,,MA,41.0,male,W,False,35-54,2020
5524,knife,Sapulpa,,OK,38.0,male,W,False,35-54,2020
5562,gun,Kansas City,,MO,32.0,male,,False,26-34,2020
5518,gun,Vestavia Hills,,AL,67.0,male,W,False,65+,2020
5522,gun,Cuba,,MO,46.0,male,W,False,35-54,2020
5517,gun,Kennewick,,WA,45.0,male,W,False,35-54,2020
5519,knife,Orange County,,FL,23.0,male,,False,19-25,2020
5520,knife,Saginaw,,MI,48.0,male,W,False,35-54,2020
5521,gun,Chicago,,IL,31.0,male,B,False,26-34,2020
5561,gun,Byron,,GA,47.0,male,W,False,35-54,2020
5527,gun,Forrest City,,AR,40.0,male,B,False,35-54,2020
5529,gun,Lafayette,,LA,40.0,male,W,False,35-54,2020
5530,gun,Albertville,,AL,34.0,male,W,True,26-34,2020
5525,gun,Virginia Beach,,VA,51.0,male,N,False,35-54,2020
